Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_Wildtype_1_30_S1.sorted_PDUI	Synthego_Wildtype_1_32_S3.sorted_PDUI	Synthego_Wildtype_2_2_S5.sorted_PDUI	Synthego_Wildtype_24hour_A_S58.sorted_PDUI	Synthego_Wildtype_24hour_B_S53.sorted_PDUI	Synthego_Wildtype_24hour_C_S48.sorted_PDUI	Synthego_Wildtype_4hour_A1_S45.sorted_PDUI	Synthego_Wildtype_4hour_A2_S46.sorted_PDUI	Synthego_Wildtype_4hour_B_S51.sorted_PDUI	Synthego_Wildtype_4hour_C_S52.sorted_PDUI	Synthego_Wildtype_Control_A_S44.sorted_PDUI	Synthego_Wildtype_Control_B_S60.sorted_PDUI	Synthego_Wildtype_Control_C_S47.sorted_PDUI	Synthego_Wildtype_Cytoplasm1_S68.sorted_PDUI	Synthego_Wildtype_Cytoplasm2_S69.sorted_PDUI	Synthego_Wildtype_Cytoplasm3_S70.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24.sorted_PDUI	Synthego_Wildtype_Nuclear1_S62.sorted_PDUI	Synthego_Wildtype_Nuclear2_S63.sorted_PDUI	Synthego_Wildtype_Nuclear3_S64.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12.sorted_PDUI	mean	sd
NM_001134389.2|ZDHHC4|chr7|+	3170.8	6588978	chr7:6588617-6589374	0.02	0.02	0.04	0.01	0.01	0.02	0.03	0.02	0.02	0.02	0.01	0.04	0.02	0.01	0.03	0.02	0.02	0.04	0.01	0.03	0	0.01	0.01	0.03	0.03	0.01	0.02	0.09	0.06	0.01	0.03	0.02	0	0.02	0.0229411764705882	0.0171498585142509
NM_002947.5|RPA3|chr7|-	2251.1	7636716	chr7:7636518-7637082	0	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0	0.01	0.01	0.01	0	0.01	0.01	0.01	0.00764705882352941	0.00495973088799014
NM_002489.4|NDUFA4|chr7|-	23738.3	10933456	chr7:10931943-10933692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014038.3|BZW2|chr7|+	862.6	16706211	chr7:16706060-16706517	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0.94	1	1	1	0.83	0.33	1	1	1	1	1	1	0.738235294117647	0.431758003124473
XM_006715708.1|BZW2|chr7|+	1112.1	16706211	chr7:16706060-16706522	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.37	1	1	1	1	1	1	0.742941176470588	0.432130237184906
NM_001002926.2|POLR1F|chr7|-	60.9	19698409	chr7:19695461-19698727	0.08	0.05	0.06	0.04	0.03	0.02	0.04	0.04	0.03	0.04	0.05	0.01	0.06	0.02	0.02	0.03	0.03	0.05	0.04	0.02	0.03	0.02	0.02	0.03	0.02	0	0.02	0.01	0.02	0.07	0.03	0.02	0.04	0.03	0.0329411764705882	0.0174996816879632
NM_019059.5|TOMM7|chr7|-	3252955.9	22813025	chr7:22812974-22813185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_017011731.1|MALSU1|chr7|+	20072.4	23309521	chr7:23309356-23309573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_138446.2|MALSU1|chr7|+	2956	23309567	chr7:23309356-23310209	0.03	0.02	0.02	0.02	0.04	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.03	0.02	0.01	0.02	0.03	0.03	0.02	0.02	0.01	0.02	0.01	0.01	0.04	0.01	0.02	0.02	0.01	0.02	0.02	0.03	0.0205882352941176	0.00776205864234492
NM_018947.6|CYCS|chr7|-	3977.8	25122826	chr7:25118656-25123849	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0.04	0.03	0.03	0	0	0	0	0	0	0.00382352941176471	0.00985184366143778
XR_001744674.2|HNRNPA2B1|chr7|-	26033.1	26190126	chr7:26189920-26190460	0.03	0.02	0.05	0.02	0.04	0.04	0.04	0.03	0.02	0.04	0.03	0.06	0.02	0.07	0.1	0.03	0.04	0.05	0.03	0.03	0.04	0.06	0.02	0.05	0.04	0.06	0.02	0.07	0.07	0.05	0.04	0.04	0.06	0.06	0.0432352941176471	0.0185407966608764
NM_031243.3|HNRNPA2B1|chr7|-	180974.5	26191843	chr7:26189927-26192338	0.01	0.02	0	0	0	0	0	0	0	0	0.03	0	0.02	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0	0	0	0.01	0.01	0.02	0.01	0.01	0	0	0	0.01	0	0.01	0.00735294117647059	0.00827878761780234
XM_017012110.2|HNRNPA2B1|chr7|-	26401	26190126	chr7:26189927-26190460	0.03	0.02	0.05	0.02	0.04	0.04	0.04	0.03	0.02	0.04	0.03	0.06	0.02	0.07	0.1	0.03	0.03	0.05	0.03	0.03	0.04	0.06	0.02	0.05	0.04	0.06	0.02	0.07	0.06	0.05	0.04	0.04	0.06	0.05	0.0423529411764706	0.0181005313046768
XR_001744667.2|HNRNPA2B1|chr7|-	15456	26190309	chr7:26190125-26190460	0.88	1	1	0.95	1	1	1	1	1	1	1	1	1	0.96	0.77	1	1	1	1	1	1	1	0.76	1	1	0.56	0.67	0.49	1	0.99	1	0.86	1	0.97	0.937058823529412	0.132288239284977
NM_001316772.1|GARS1|chr7|+	10681.1	30633891	chr7:30633735-30634033	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.78	1	1	0.82	0.81	0.67	1	1	1	1	1	1	0.972941176470588	0.0780260023389525
XM_006715686.2|GARS1|chr7|+	10521.6	30633891	chr7:30633735-30634029	1	1	1	1	1	1	1	1	1	1	1	1	1	0.98	1	1	1	1	1	1	1	1	0.78	1	1	0.8	0.81	0.66	1	1	1	1	1	1	0.971470588235294	0.0803074528765686
NM_012322.3|LSM5|chr7|-	5641.2	32487035	chr7:32485338-32487293	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.0179411764705882	0.00591833912241555
NR_003500.1|RP9P|chr7|-	27.3	32917391	chr7:32916815-32917542	0	0.03	0.11	0.01	0.06	0	0	0.06	0.07	0	0.04	0.05	0	0.01	0	0	0.07	0.1	0.04	0.04	0.03	0.08	0	0.06	0.03	0.09	0.01	0.04	0.01	0	0	0	0.04	0.01	0.0320588235294118	0.0330086684450217
NM_203288.2|RP9|chr7|-	99.3	33095281	chr7:33094797-33095432	0.11	0.25	0.15	0.13	0.08	0.09	0.16	0.18	0.12	0.17	0.12	0.1	0.1	0.28	0.12	0	0.25	0.14	0.15	0.09	0.1	0.2	0.09	0.13	0.1	0.18	0.13	0.02	0.05	0.15	0.08	0.07	0.11	0.11	0.126764705882353	0.0599353484123085
XM_011515468.3|RP9|chr7|-	99	33095281	chr7:33094801-33095432	0.1	0.25	0.14	0.13	0.08	0.09	0.15	0.17	0.11	0.17	0.12	0.1	0.1	0.27	0.11	0	0.24	0.14	0.15	0.09	0.1	0.2	0.09	0.12	0.1	0.18	0.13	0.02	0.04	0.15	0.08	0.07	0.1	0.11	0.123529411764706	0.0587693154806804
NM_005402.4|RALA|chr7|+	154.2	39706306	chr7:39706123-39708120	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.01	0	0	0.01	0.02	0.04	0.05	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.06	0.04	0.01	0.02	0.01	0.02	0.01	0.01	0.0161764705882353	0.0130301993943563
XM_011515466.1|RALA|chr7|+	153.9	39706306	chr7:39706123-39708124	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.01	0	0	0.01	0.02	0.04	0.05	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.06	0.04	0.01	0.02	0.01	0.02	0.01	0.01	0.0161764705882353	0.0130301993943563
NM_138701.4|MPLKIP|chr7|-	2886.4	40132742	chr7:40126027-40133259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0.000882352941176471	0.00287902241281237
NM_002787.5|PSMA2|chr7|-	8206.7	42917411	chr7:42916861-42917690	0.03	0.01	0.02	0.02	0.01	0.01	0.03	0.01	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.0167647058823529	0.00588814331763887
NM_001256879.2|POLD2|chr7|-	160423.2	44114794	chr7:44114680-44114945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_024446802.1|POLD2|chr7|-	159120.6	44114794	chr7:44114687-44114945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XR_002956460.1|PPIA|chr7|+	5161786.2	44801438	chr7:44801287-44801642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_021130.5|PPIA|chr7|+	1617561.1	44801633	chr7:44801287-44803117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012412.5|H2AZ2|chr7|-	61527.8	44834227	chr7:44831978-44834562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.000294117647058824	0.00171498585142509
NM_004749.4|TBRG4|chr7|-	18732.8	45100275	chr7:45100100-45100426	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.882352941176471	0.327034970083864
NM_000596.4|IGFBP1|chr7|+	3249362.9	45893111	chr7:45892960-45893660	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0.352941176470588	0.485071250072666
NM_001009186.2|CCT6A|chr7|+	30138	56063401	chr7:56063013-56063989	0.15	0.12	0.16	0.14	0.12	0.12	0	0.17	0.18	0.11	0.12	0.14	0.13	0.29	0.26	0.21	0.17	0.16	0.16	0.16	0.19	0.18	0.15	0.11	0.13	0.28	0.41	0	0.12	0.11	0.12	0.14	0.12	0.13	0.154705882352941	0.0741102902157624
NM_001320327.2|CHCHD2|chr7|-	80822933.9	56101710	chr7:56101573-56101861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NR_145414.3|ERV3-1|chr7|-	694.5	65004889	chr7:65003706-65005194	0.01	0.01	0.01	0.01	0.01	0.01	0	0.02	0.01	0.02	0	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.03	0.02	0.02	0.02	0.04	0.03	0.01	0.01	0.03	0.03	0.02	0.01	0.01	0.01	0	0	0.0141176470588235	0.00957194355326071
NR_145415.2|ERV3-1|chr7|-	5753.9	65006131	chr7:65006070-65006322	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0.382352941176471	0.493270218056382
NM_000048.4|ASL|chr7|+	641.9	66092953	chr7:66092768-66093576	0.03	0.1	0.04	0.06	0.11	0.06	0.05	0.07	0.12	0.09	0.07	0.16	0.04	0.09	0.09	0.15	0.07	0.04	0.03	0.07	0.08	0.06	0.1	0.11	0.12	0.18	0.24	0.09	0.08	0.05	0.12	0.09	0.07	0.12	0.0897058823529412	0.0448894462941102
NM_001382525.2|SPDYE8|chr7|-	61	73021049	chr7:73019719-73021200	0	0	0.04	0.02	0.02	0.06	0.01	0.02	0.01	0	0.02	0.03	0.02	0.03	0	0	0.05	0.02	0.05	0.05	0.1	0.01	0.03	0.06	0.04	0.21	0.64	0.19	0.05	0.02	0.05	0.01	0	0	0.0547058823529412	0.113731083518486
NM_001351349.3|SPDYE11|chr7|-	62.7	73049192	chr7:73047862-73049343	0	0	0.04	0.02	0.02	0.05	0.01	0.02	0.01	0	0.01	0.03	0.02	0.03	0	0	0.04	0.02	0.04	0.05	0.1	0.01	0.03	0.06	0.03	0.2	0.63	0.18	0.05	0.02	0.04	0.01	0	0	0.0520588235294118	0.111621096403011
NM_001382554.3|SPDYE9|chr7|-	64.9	73077302	chr7:73075972-73077453	0	0	0.04	0.02	0.02	0.05	0	0.02	0.01	0	0.01	0.03	0.02	0.02	0	0	0.04	0.02	0.04	0.05	0.09	0.01	0.03	0.05	0.03	0.19	0.62	0.18	0.04	0.02	0.04	0.01	0	0	0.05	0.109737979945068
NR_003580.2|GTF2IP4|chr7|+	6015.9	73206664	chr7:73206152-73207296	0.3	0.28	0.31	0.27	0.3	0.29	0.21	0.32	0.31	0.25	0.3	0.26	0.26	0.42	0.32	0.36	0.24	0.27	0.25	0.26	0.2	0.21	0.26	0.22	0.25	0	0.31	0.23	0.21	0.25	0.26	0.18	0.28	0.27	0.262058823529412	0.0663680925420106
NM_148956.4|NSUN5|chr7|-	28634.3	73303150	chr7:73302516-73303529	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0	0.02	0	0.01	0.02	0.03	0.03	0.01	0.02	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.06	0.08	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.0164705882352941	0.0155470649946067
NM_001168347.3|NSUN5|chr7|-	28586.1	73303151	chr7:73302516-73303524	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0	0.02	0	0.01	0.03	0.03	0.03	0.01	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.01	0.06	0.08	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.0176470588235294	0.0159656494006449
XR_242255.5|NSUN5|chr7|-	54989.1	73303378	chr7:73303222-73303529	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.941176470588235	0.238832573610613
NM_001382495.2|SPDYE14|chr7|+	44.9	75316099	chr7:75315948-75317416	0	0	0.05	0.01	0.02	0.05	0	0.01	0.01	0	0.01	0.02	0.02	0.02	0	0	0.04	0.02	0.05	0.06	0.09	0.01	0.03	0.07	0.03	0.18	0.61	0.19	0.06	0.02	0.03	0	0	0	0.0502941176470588	0.10864134193055
NM_001382563.2|SPDYE13|chr7|+	45.4	75288171	chr7:75288020-75289501	0	0	0.05	0.01	0.02	0.04	0	0.01	0.01	0	0.01	0.02	0.02	0.02	0	0	0.04	0.02	0.05	0.06	0.09	0.01	0.03	0.06	0.03	0.17	0.56	0.19	0.06	0.02	0.03	0	0	0	0.0479411764705882	0.100477026222784
NM_001394940.1|SPDYE14|chr7|+	44.5	75316099	chr7:75315948-75317429	0	0	0.05	0.01	0.02	0.05	0	0.01	0.01	0	0.01	0.02	0.02	0.02	0	0	0.04	0.02	0.05	0.06	0.09	0.01	0.03	0.07	0.03	0.18	0.61	0.19	0.06	0.02	0.03	0	0	0	0.0502941176470588	0.10864134193055
NM_001395413.1|POR|chr7|+	33257.8	75986661	chr7:75986337-75986831	0.31	0.47	0.66	0.35	0.41	0.45	0.54	0.55	0.47	0.39	0.43	0.43	0.33	0.61	0.41	0.52	0.24	0.32	0.38	0.33	0.59	0.48	0.37	0.32	0.42	0.47	0.47	0.75	0	0.44	0.67	0.42	0.84	0.55	0.452647058823529	0.153214225613946
NM_001363462.2|TMEM120A|chr7|-	538687.3	75986984	chr7:75986855-75987285	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0	0	0.01	0	0.01	0.01	0	0	0.01	0.00794117647058824	0.00410425630121905
NM_001317803.2|TMEM120A|chr7|-	525140.9	75986985	chr7:75986855-75987223	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.0123529411764706	0.00430561545202046
XM_024446953.1|TMEM120A|chr7|-	937674.8	75987134	chr7:75986984-75987285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001282404.2|MDH2|chr7|+	38740.1	76066610	chr7:76066279-76067508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.000294117647058824	0.00171498585142509
NM_000786.4|CYP51A1|chr7|-	384	92113112	chr7:92112153-92113843	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0.18	0.28	0.15	0.22	0	0.09	0	0.18	0	0.45	0.48	0.54	0	0	0	0	0.03	0	0.0882352941176471	0.152364606329791
NR_052016.2|GATAD1|chr7|+	639	92457513	chr7:92457362-92460075	0.74	0	0	0.53	0.54	1	0.64	0	0	0	1	0.59	1	0.11	0.1	0.11	0.26	0.36	0.25	0.77	0.42	0.45	0.38	0.6	0.39	0.17	0.16	0.18	0.25	0.41	0.38	0.46	0.53	0.67	0.395588235294118	0.295554857508368
NM_005868.6|BET1|chr7|-	65.8	93994222	chr7:93993245-93994385	0	0.08	0	0	0	0.08	0	0	0	0	0.14	0	0.16	0	0.16	0	0.11	0.17	0.12	0.11	0	0.09	0.15	0.14	0.12	0	0	0	0	0	0.07	0.14	0.04	0.08	0.0576470588235294	0.0640103601240343
NM_001184962.2|PEG10|chr7|+	15872	94663485	chr7:94663334-94669695	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.03	0.03	0.03	0.01	0.02	0.02	0.01	0.02	0.01	0.01	0.02	0.02	0.04	0.04	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.0161764705882353	0.00921616033976187
NM_000940.3|PON3|chr7|-	813.7	95359935	chr7:95359872-95360131	0.82	1	1	1	0	1	0.6	0.99	0.78	0	1	0	0.86	0	0	0.55	1	0.76	0.89	0.88	1	1	0.68	1	0.83	0	0.88	0	0.8	0.76	1	0.87	1	0.89	0.701176470588235	0.3807231134651
NM_006304.2|SEM1|chr7|-	478200.3	96688812	chr7:96688762-96688966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_015379.5|BRI3|chr7|+	166051.9	98291262	chr7:98291111-98291545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_006833.5|COPS6|chr7|+	16318	100091907	chr7:100091649-100092187	0.07	0	0.06	0.08	0	0.09	0	0	0.07	0	0.04	0	0	0.08	0	0.06	0.13	0	0	0	0	0.09	0.08	0	0	0	0	0.1	0	0	0.07	0	0	0.08	0.0323529411764706	0.0414186916909549
NM_182776.3|MCM7|chr7|-	79955.7	100092982	chr7:100092728-100093133	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0.705882352941177	0.46249729006288
XM_005250348.3|MCM7|chr7|-	62018.3	100092982	chr7:100092778-100093133	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0.705882352941177	0.46249729006288
XM_024446760.1|LAMTOR4|chr7|+	4307.1	100154018	chr7:100153867-100154212	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0.5	0.507519218922552
NM_001318237.2|LAMTOR4|chr7|+	3666.3	100154018	chr7:100153867-100154203	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0.5	0.507519218922552
NM_145030.4|PPP1R35|chr7|-	21952.4	100435382	chr7:100435282-100435533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0.882352941176471	0.327034970083864
NM_002593.4|PCOLCE|chr7|+	6244	100608117	chr7:100607937-100608175	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0.794117647058823	0.410425630121905
NM_001386459.1|SERPINE1|chr7|+	17352.6	101138303	chr7:101138008-101139247	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117647058823529	0.00327034970083864
NM_006349.3|ZNHIT1|chr7|+	38068.8	101224088	chr7:101223937-101224190	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_011515739.2|ZNHIT1|chr7|+	37914.8	101224088	chr7:101223937-101224191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_016068.3|FIS1|chr7|-	4120.2	101239611	chr7:101239472-101239903	0	0	0.01	0	0	0.01	0	0.02	0	0	0	0	0	0.01	0.02	0.01	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.00441176470588235	0.00894128201457549
NM_006234.6|POLR2J|chr7|-	2925.3	102473456	chr7:102473168-102473684	0.02	0.03	0.05	0.04	0.05	0.02	0.02	0.05	0.04	0.05	0.04	0.02	0.03	0.04	0.03	0.04	0.03	0.02	0.04	0.03	0.03	0.03	0.03	0.03	0.02	0.01	0.01	0.03	0.03	0.04	0.03	0.02	0.04	0.04	0.0317647058823529	0.0108629445852581
XM_017012353.1|POLR2J|chr7|-	18028.3	102473508	chr7:102473451-102473684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XR_002956469.1|PSMC2|chr7|+	2491.4	103368154	chr7:103367897-103368449	0.06	0.04	0.07	0.04	0.03	0.03	0.01	0.06	0.04	0.06	0.07	0.04	0.04	0.06	0.04	0.06	0.04	0.06	0.05	0.07	0.04	0.02	0.05	0.04	0.03	0.04	0.04	0.12	0.03	0.02	0.04	0.05	0.04	0.02	0.0455882352941176	0.020028945186312
NM_002803.4|PSMC2|chr7|+	2491.4	103368154	chr7:103367897-103368449	0.06	0.04	0.07	0.04	0.03	0.03	0.01	0.06	0.04	0.06	0.07	0.04	0.04	0.06	0.04	0.06	0.04	0.06	0.05	0.07	0.04	0.02	0.05	0.04	0.03	0.04	0.04	0.12	0.03	0.02	0.04	0.05	0.04	0.02	0.0455882352941176	0.020028945186312
NM_002291.3|LAMB1|chr7|-	187572.1	107923936	chr7:107923799-107924087	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0.882352941176471	0.327034970083864
NM_016200.5|LSM8|chr7|+	229.4	118192164	chr7:118191912-118204035	0.01	0	0	0	0.01	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0.00264705882352941	0.00447811075519899
XM_024446771.1|NDUFA5|chr7|-	313.5	123542058	chr7:123541029-123542220	0.03	0.03	0.04	0.03	0.04	0.03	0.04	0.05	0.02	0.03	0.02	0.02	0.04	0.07	0.04	0.04	0.04	0.06	0.08	0.04	0.04	0.04	0.04	0.02	0.06	0.18	0.03	0.04	0.02	0.03	0.04	0.04	0.02	0.03	0.0417647058823529	0.0281199366604845
NM_020299.5|AKR1B10|chr7|+	68516.4	134541198	chr7:134541047-134541412	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	0.441176470588235	0.503994737261378
NM_015135.3|NUP205|chr7|+	4815.2	135648555	chr7:135648404-135648753	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0.323529411764706	0.474858079933817
NR_024454.1|NDUFB2-AS1|chr7|-	90.2	140696669	chr7:140695336-140696820	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.23	0.09	0	0.06	0	0	0.13	0.05	0	0.08	0.05	0.01	0.1	0	0	0	0	0	0.025	0.0502870547833921
NM_016071.4|MRPS33|chr7|-	10602.7	141006166	chr7:141002610-141006535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.000294117647058824	0.00171498585142509
XM_005250049.5|SSBP1|chr7|+	1276.7	141745647	chr7:141745496-141746066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.000294117647058824	0.00171498585142509
NM_001143681.2|GSTK1|chr7|+	8538.3	143268939	chr7:143268788-143269115	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0.529411764705882	0.506640397104899
NM_004935.4|CDK5|chr7|-	22400.6	151053944	chr7:151053815-151054095	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0.617647058823529	0.493270218056382
NM_001199692.3|SLC4A2|chr7|+	8183.5	151076466	chr7:151076287-151076523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
